Accepted Symbol,Scientific Name,Common Name,Active Growth Period,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Shape and Orientation,Anaerobic Tolerance,Drought Tolerance,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Minimum","Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End,Berry/Nut/Seed Product,Palatable Human,Protein Potential
HITR2,Hieracium triste,woolly hawkweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HITRF,Hieracium triste var. fulvum,woolly hawkweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HITRT2,Hieracium triste var. triste,woolly hawkweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HIUM,Hieracium umbellatum,narrowleaf hawkweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVE,Hieracium venosum,rattlesnakeweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HIERO,Hierochloe,sweetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HIHI,Hierochloe hirta,northern sweetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HIHIA,Hierochloe hirta ssp. arctica,northern sweetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HIHIH2,Hierochloe hirta ssp. hirta,northern sweetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HIOC,Hierochloe occidentalis,California sweetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HIOD,Hierochloe odorata,sweetgrass,"Spring, Summer, Fall",Moderate,,2,Moderate,None,Semi-Erect,Medium,Low,High,5.7,7.4,,,16,50,12,Medium,Intermediate,-38,Mid Summer,Summer,Fall,No,No,Low
HIODD2,Hierochloe odorata ssp. dahurica,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPA3,Hierochloe pauciflora,arctic sweetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HILAR,Hilaria,curly-mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,
HIBE,Hilaria belangeri,curly-mesquite,Spring and Summer,Moderate,,0.8,Moderate,None,Semi-Erect,None,High,Low,6,8,,,5,12,12,Low,Intolerant,12,Late Spring,Summer,Summer,No,No,Medium
HIBEB,Hilaria belangeri var. belangeri,curly-mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,
HIBEL,Hilaria belangeri var. longifolia,longleaf curly-mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,
HICE2,Hilaria cenchroides,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISW,Hilaria swallenii,Swallen's curly-mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,
HILLE,Hillebrandia,hillebrandia,,,,,,,,,,,,,,,,,,,,,,,,,,
HISA,Hillebrandia sandwicensis,aka'aka'aka,,,,,,,,,,,,,,,,,,,,,,,,,,
HILLI,Hillia,hillia,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPA4,Hillia parasitica,tibey trepador,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPPE,Hippeastrum,hippeastrum,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPU,Hippeastrum puniceum,Barbados lily,,,,,,,,,,,,,,,,,,,,,,,,,,
HIRE,Hippeastrum reginae,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIST7,Hippeastrum striatum,striped Barbados lily,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVI3,Hippeastrum vittatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPPO3,Hippobroma,hippobroma,,,,,,,,,,,,,,,,,,,,,,,,,,
HILO3,Hippobroma longiflora,madamfate,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPPO2,Hippocratea,hippocratea,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVO,Hippocratea volubilis,medicine vine,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPPO5,Hippocrepis,hippocrepis,,,,,,,,,,,,,,,,,,,,,,,,,,
HIBI3,Hippocrepis bicontorta,,,,,,,,,,,,,,,,,,,,,,,,,,,
HICO6,Hippocrepis commutata,hippocrepis,,,,,,,,,,,,,,,,,,,,,,,,,,
HICO3,Hippocrepis comosa,horseshoe vetch,,,,,,,,,,,,,,,,,,,,,,,,,,
HIEM,Hippocrepis emerus,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIEME,Hippocrepis emerus ssp. emeroides,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGL2,Hippocrepis glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMU6,Hippocrepis multisiliquosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISA5,Hippocrepis salzmannii,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISC9,Hippocrepis scabra,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIUN3,Hippocrepis unisiliquosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPPO,Hippomane,hippomane,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMA2,Hippomane mancinella,manchineel,,,,,,,,,,,,,,,,,,,,,,,,,,
HIPPO4,Hippophae,seaberry,,,,,,,,,,,,,,,,,,,,,,,,,,
HIRH80,Hippophae rhamnoides,seaberry,Spring and Summer,Rapid,18,18,Moderate,Medium,Semi-Erect,Low,Medium,Low,6.5,8,1200,2700,26,50,18,Medium,Intolerant,-38,Spring,Summer,Fall,Yes,No,Medium
HIPPU,Hippuris,mare's-tail,,,,,,,,,,,,,,,,,,,,,,,,,,
HILA,Hippuris lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMO2,Hippuris montana,mountain mare's-tail,,,,,,,,,,,,,,,,,,,,,,,,,,
HITE,Hippuris tetraphylla,fourleaf mare's-tail,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVU2,Hippuris vulgaris,common mare's-tail,Spring and Summer,Rapid,,2.8,Long,None,Erect,High,None,High,4.8,7,2700,4800,14,55,10,None,Intolerant,-38,Late Spring,Summer,Fall,No,No,
HIPTA,Hiptage,hiptage,,,,,,,,,,,,,,,,,,,,,,,,,,
HIBE2,Hiptage benghalensis,hiptage,,,,,,,,,,,,,,,,,,,,,,,,,,
HIRAE2,Hiraea,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIFA3,Hiraea faginea,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIRSC,Hirschfeldia,hirschfeldia,,,,,,,,,,,,,,,,,,,,,,,,,,
HIIN3,Hirschfeldia incana,shortpod mustard,,,,,,,,,,,,,,,,,,,,,,,,,,
HIRTE,Hirtella,hirtella,,,,,,,,,,,,,,,,,,,,,,,,,,
HIRU2,Hirtella rugosa,teta de burra cinarron,,,,,,,,,,,,,,,,,,,,,,,,,,
HITR3,Hirtella triandra,pigeonberry,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTI,Histiopteris,histiopteris,,,,,,,,,,,,,,,,,,,,,,,,,,
HIIN2,Histiopteris incisa,batwing fern,,,,,,,,,,,,,,,,,,,,,,,,,,
HITCH,Hitchenia,hitchenia,,,,,,,,,,,,,,,,,,,,,,,,,,
HICA11,Hitchenia caulina,chavar,,,,,,,,,,,,,,,,,,,,,,,,,,
HOBSO,Hobsonia,hobsonia lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCH,Hobsonia christiansenii,Christiansen's hobsonia lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
HODGS,Hodgsonia,hodgsonia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHE5,Hodgsonia heteroclita,Chinese lardplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFFM,Hoffmannseggia,rushpea,,,,,,,,,,,,,,,,,,,,,,,,,,
HODR,Hoffmannseggia drepanocarpa,sicklepod holdback,,,,,,,,,,,,,,,,,,,,,,,,,,
HODR3,Hoffmannseggia drummondii,dwarf nicker,,,,,,,,,,,,,,,,,,,,,,,,,,
HOGL2,Hoffmannseggia glauca,Indian rushpea,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMI5,Hoffmannseggia microphylla,wand holdback,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOX,Hoffmannseggia oxycarpa,sharppod rushpea,,,,,,,,,,,,,,,,,,,,,,,,,,
HORE,Hoffmannseggia repens,creeping nicker,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTE,Hoffmannseggia tenella,slender rushpea,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHEN,Hohenbergia,lacebark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAN,Hohenbergia antillana,Antilles lacebark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAT,Hohenbergia attenuata,longtip lacebark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPO2,Hohenbergia portoricensis,Puerto Rico lacebark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHER,Hoheria,lacebark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPO5,Hoheria populnea,lacebark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOITA,Hoita,leather-root,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMA4,Hoita macrostachya,large leather-root,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOR,Hoita orbicularis,roundleaf leather-root,,,,,,,,,,,,,,,,,,,,,,,,,,
HOST3,Hoita strobilina,Loma prieta,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLAC,Holacantha,holacantha,,,,,,,,,,,,,,,,,,,,,,,,,,
HOST2,Holacantha stewartii,Stewart's crucifixionthorn,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLAR,Holarrhena,holarrhena,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAN3,Holarrhena antidysenterica,tellicherry bark,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFL2,Holarrhena floribunda,false rubber tree,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPU7,Holarrhena pubescens,holarrhena,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLCU,Holcus,velvetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLA,Holcus lanatus,common velvetgrass,Spring,Moderate,,3.3,Short,None,Erect,None,Medium,Low,4,7,10912,19360,20,65,4,None,Intermediate,-23,Summer,Summer,Fall,No,No,
HOMO,Holcus mollis,creeping velvetgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLLI,Hollisteria,hollisteria,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLA2,Hollisteria lanata,false spikeflower,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLMG,Holmgrenanthe,rocklady,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPE2,Holmgrenanthe petrophila,rocklady,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLMS,Holmskioldia,holmskioldia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSA2,Holmskioldia sanguinea,Chinese hatplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLOC,Holocarpha,tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHE,Holocarpha heermannii,Heermann's tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMA,Holocarpha macradenia,Santa Cruz tarplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOB,Holocarpha obconica,San Joaquin tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOBA,Holocarpha obconica ssp. autumnalis,San Joaquin tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOBO,Holocarpha obconica ssp. obconica,San Joaquin tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOVI,Holocarpha virgata,yellowflower tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOVIE,Holocarpha virgata ssp. elongata,wand tarbush,,,,,,,,,,,,,,,,,,,,,,,,,,
HOVIV,Holocarpha virgata ssp. virgata,yellowflower tarweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLOD,Holodiscus,oceanspray,,,,,,,,,,,,,,,,,,,,,,,,,,
HODI,Holodiscus discolor,oceanspray,"Spring, Summer, Fall",Moderate,3,12,Moderate,None,Erect,Medium,Low,High,6.5,7.5,300,600,9,24,12,None,Intolerant,7,Late Summer,Summer,Fall,No,No,Medium
HODU,Holodiscus dumosus,rockspirea,Summer and Fall,Moderate,2,3,Moderate,None,Rounded,None,High,Low,7,8,300,600,10,35,12,None,Intolerant,-23,Late Summer,Summer,Fall,No,No,Medium
HOLOG3,Holographis,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOVI6,Holographis virgata,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLOS,Holosteum,holosteum,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUM,Holosteum umbellatum,jagged chickweed,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLOZ,Holozonia,holozonia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFI,Holozonia filipes,whitecrown,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL3,Homalia,homalia moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTR4,Homalia trichomanoides,homalia moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL7,Homaliadelphus,homaliadelphus moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSH,Homaliadelphus sharpii,Sharp's homaliadelphus moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL,Homalium,homalium,,,,,,,,,,,,,,,,,,,,,,,,,,
HORA,Homalium racemosum,white cogwood,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL2,Homalocladium,homalocladium,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPL5,Homalocladium platycladum,ribbonbush,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL8,Homalomena,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORU5,Homalomena rubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL4,Homalotheciella,homalotheciella moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSU4,Homalotheciella subcapillata,homalotheciella moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAL5,Homalothecium,homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAE2,Homalothecium aeneum,bright copper homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAR4,Homalothecium arenarium,sandwort homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFU70,Homalothecium fulgescens,tree mat homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HONE3,Homalothecium nevadense,Nevada homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HONU,Homalothecium nuttallii,Nuttall's homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPI2,Homalothecium pinnatifidum,pinnatifid homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSE5,Homalothecium sericeum,silken homalothecium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOL,Homolepis,panicgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HOGL3,Homolepis glutinosa,sticky panicgrass,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOM,Homomallium,homomallium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAD,Homomallium adnatum,homomallium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOIN5,Homomallium incurvatum,homomallium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOME4,Homomallium mexicanum,Mexican homomallium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMEL,Homomallium mexicanum var. latifolium,wideleaf homomallium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMEM,Homomallium mexicanum var. mexicanum,Mexican homomallium moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOP,Homopholis,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPR3,Homopholis proluta,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOS,Homostegia,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPI3,Homostegia piggotii,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONCK,Honckenya,honckenya,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPE,Honckenya peploides,seaside sandplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPED,Honckenya peploides ssp. diffusa,seaside sandplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPEM2,Honckenya peploides ssp. major,seaside sandplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPEP2,Honckenya peploides ssp. peploides,seaside sandplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPER2,Honckenya peploides ssp. robusta,seaside sandplant,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOKE,Hookeria,hookeria moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAC2,Hookeria acutifolia,sharpleaf hookeria moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLU,Hookeria lucens,hookeria moss,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPEA,Hopea,hopea,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMI6,Hopea micrantha,hopea,,,,,,,,,,,,,,,,,,,,,,,,,,
HORDE2,Hordelymus,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOEU,Hordelymus europaeus,wood-barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HORDE,Hordeum,barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAR,Hordeum arizonicum,Arizona barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOBO5,Hordeum bogdanii,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOBR2,Hordeum brachyantherum,meadow barley,Spring and Summer,Moderate,,2,Moderate,None,Semi-Erect,High,Medium,Medium,6,8.5,,,20,80,6,Medium,Intolerant,-43,Early Summer,Summer,Fall,No,No,Low
HOBRB2,Hordeum brachyantherum ssp. brachyantherum,meadow barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOBRC2,Hordeum brachyantherum ssp. californicum,California barley,Spring,Slow,,1.6,Short,None,Erect,None,Medium,Low,5.8,8,,,14,24,10,Low,Intolerant,-3,Mid Spring,Spring,Summer,No,No,Low
HOBR5,Hordeum brevisubulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOBU,Hordeum bulbosum,bulbous barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCO4,Hordeum comosum,,,,,,,,,,,,,,,,,,,,,,,,,,,
HODE2,Hordeum depressum,dwarf barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOIN2,Hordeum intercedens,bobtail barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOJU,Hordeum jubatum,foxtail barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOJUI,Hordeum jubatum ssp. intermedium,intermediate barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOJUJ,Hordeum jubatum ssp. jubatum,foxtail barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMA2,Hordeum marinum,seaside barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAG,Hordeum marinum ssp. gussoneanum,Mediterranean barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMAM,Hordeum marinum ssp. marinum,seaside barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMU,Hordeum murinum,mouse barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMUG,Hordeum murinum ssp. glaucum,smooth barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMUL,Hordeum murinum ssp. leporinum,hare barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMUM,Hordeum murinum ssp. murinum,wall barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPA9,Hordeum parodii,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPU,Hordeum pusillum,little barley,Spring,Rapid,,1.2,,None,Erect,Medium,Low,Medium,6.2,8,,,10,60,8,Medium,Intolerant,32,Late Spring,Spring,Summer,No,No,Low
HOPUE2,Hordeum pusillum ssp. euclaston,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSE8,Hordeum secalinum,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSP,Hordeum spontaneum,spontaneous barley,,,,,,,,,,,,,,,,,,,,,,,,,,
HOVU,Hordeum vulgare,common barley,"Fall, Winter and Spring",Rapid,,2.5,,None,Erect,Low,Medium,Medium,5,8.5,,,12,100,10,High,Intolerant,-43,Spring,Spring,Summer,No,Yes,Medium
HORKE,Horkelia,horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOBO2,Horkelia bolanderi,border horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCA3,Horkelia californica,California horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCAC,Horkelia californica ssp. californica,California horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCAD,Horkelia californica ssp. dissita,California horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCAF2,Horkelia californica ssp. frondosa,California horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCL,Horkelia clevelandii,Cleveland's horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCO,Horkelia congesta,Sierra horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCOC,Horkelia congesta ssp. congesta,Sierra horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCON,Horkelia congesta ssp. nemorosa,Sierra horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCU,Horkelia cuneata,wedgeleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCUC,Horkelia cuneata ssp. cuneata,wedgeleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCUP,Horkelia cuneata ssp. puberula,wedgeleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCUS,Horkelia cuneata ssp. sericea,wedgeleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HODA,Horkelia daucifolia,carrotleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HODAD,Horkelia daucifolia ssp. daucifolia,carrotleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HODAL,Horkelia daucifolia ssp. latior,carrotleaf horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFU,Horkelia fusca,pinewoods horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFUC2,Horkelia fusca ssp. capitata,bighead horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFUF,Horkelia fusca ssp. filicoides,pinewoods horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFUF2,Horkelia fusca ssp. fusca,pinewoods horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFUP2,Horkelia fusca ssp. parviflora,smallflower horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFUP3,Horkelia fusca ssp. pseudocapitata,littlehead horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOFUT,Horkelia fusca ssp. tenella,pinewoods horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHE2,Horkelia hendersonii,Henderson's horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHI,Horkelia hispidula,White Mountain horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMA3,Horkelia marinensis,Point Reyes horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPA2,Horkelia parryi,Parry horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HORY,Horkelia rydbergii,Rydberg's horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSE,Horkelia sericata,silky horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTE2,Horkelia tenuiloba,Santa Rosa horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTR,Horkelia tridentata,threetooth horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTRF,Horkelia tridentata ssp. flavescens,threetooth horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTRT,Horkelia tridentata ssp. tridentata,threetooth horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTR2,Horkelia truncata,Ramona horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTU,Horkelia tularensis,Kern Plateau horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWI,Horkelia wilderae,Barton Flats horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOYA2,Horkelia yadonii,Santa Lucia horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HORKE2,Horkeliella,false horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCO5,Horkeliella congdonis,Congdon's false horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPU8,Horkeliella purpurascens,purple false horkelia,,,,,,,,,,,,,,,,,,,,,,,,,,
HORNU,Hornungia,horungia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPR4,Hornungia procumbens,prostrate hutchinsia,,,,,,,,,,,,,,,,,,,,,,,,,,
HORSF2,Horsfieldia,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAM2,Horsfieldia amklaal,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONU2,Horsfieldia nunu,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPA10,Horsfieldia palauensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORSF,Horsfordia,velvetmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAL,Horsfordia alata,pink velvetmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
HONE,Horsfordia newberryi,Newberry's velvetmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSTA,Hosta,plantain lily,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLA3,Hosta lancifolia,narrowleaf plantain lily,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPL2,Hosta plantaginea,fragrant plantain lily,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTS2,Hosta tsushimensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOVE,Hosta ventricosa,blue plantain lily,,,,,,,,,,,,,,,,,,,,,,,,,,
HOTTO,Hottonia,hottonia,,,,,,,,,,,,,,,,,,,,,,,,,,
HOIN,Hottonia inflata,American featherfoil,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUST,Houstonia,bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOAC,Houstonia acerosa,needleleaf bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOACA2,Houstonia acerosa var. acerosa,needleleaf bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOACP2,Houstonia acerosa var. polypremoides,needleleaf bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCA4,Houstonia caerulea,azure bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCA5,Houstonia canadensis,Canadian summer bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCO2,Houstonia correllii,Correll's bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOCR,Houstonia croftiae,Croft's bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOHU,Houstonia humifusa,matted bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLO,Houstonia longifolia,longleaf summer bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMI4,Houstonia micrantha,southern bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOU,Houstonia ouachitana,Ouachita bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPA3,Houstonia parviflora,Greenman's bluet,,,,,,,,,,,,,,,,,,,,,,,,,,
